DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240307434,03/05/2024 12:00:00 AM,01/20/2024 12:00:00 AM,900,3,Southwest,374,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1266 0913,25,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,3800    ARLINGTON                    AV,,34.0183,-118.3182
200907216,03/11/2020 12:00:00 AM,03/10/2020 12:00:00 AM,2253,9,Van Nuys,919,2,624,BATTERY - SIMPLE ASSAULT,0400 0429,42,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7000    WOODMAN                      AV,,34.1976,-118.4312
220107325,02/26/2022 12:00:00 AM,02/26/2022 12:00:00 AM,1900,1,Central,118,1,330,BURGLARY FROM VEHICLE,0329 0344 1609 1307 1822,42,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,ANN,SPRING                       ST,34.0661,-118.2328
212110146,06/15/2021 12:00:00 AM,06/15/2021 12:00:00 AM,20,21,Topanga,2148,2,237,CHILD NEGLECT (SEE 300 W.I.C.),,14,M,H,101.0,STREET,,,AA,Adult Arrest,237.0,,,,QUAKERTOWN                   AV,ENADIA,34.1971,-118.5762
200613410,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,705,6,Hollywood,632,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 1300 1822,31,M,O,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,8600    HOLLYWOOD                    BL,,34.0995,-118.3772
200909366,05/06/2020 12:00:00 AM,05/05/2020 12:00:00 AM,2015,9,Van Nuys,926,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2000 1402 2004 0431 0913,43,F,B,506.0,ABANDONED BUILDING ABANDONED HOUSE,512.0,MACE/PEPPER SPRAY,AA,Adult Arrest,236.0,998.0,,,14400    VANOWEN                      ST,,34.1939,-118.4466
212116874,11/25/2021 12:00:00 AM,11/24/2021 12:00:00 AM,2000,21,Topanga,2175,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,22100    BURBANK                      BL,,34.172,-118.6076
201212383,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,1215,12,77th Street,1241,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0906,33,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,67TH                         ST,W  8TH                          AV,33.9782,-118.3265
210400542,01/22/2021 12:00:00 AM,01/22/2021 12:00:00 AM,1610,4,Hollenbeck,455,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 1402 0311 0329,0,M,W,101.0,STREET,,,AA,Adult Arrest,740.0,998.0,,,CITY VIEW,STATE,34.0541,-118.2125
220310976,05/20/2022 12:00:00 AM,05/19/2022 12:00:00 AM,1300,3,Southwest,395,1,310,BURGLARY,1822 1607 0344 0352 1221 0358,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
240805653,02/12/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1330,8,West LA,817,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,M,W,707.0,GARAGE/CARPORT,,,AO,Adult Other,740.0,,,,10900    WILSHIRE                     BL,,34.0617,-118.4446
212010941,06/18/2021 12:00:00 AM,06/16/2021 12:00:00 AM,1030,20,Olympic,2027,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,36,M,O,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,440.0,,,,3300    WILSHIRE                     BL,,34.0636,-118.296
240608740,04/25/2024 12:00:00 AM,04/19/2024 12:00:00 AM,936,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3417
231806236,02/12/2023 12:00:00 AM,02/11/2023 12:00:00 AM,200,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11000 S  HOOVER                       ST,,33.9356,-118.287
201116207,12/01/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1505,11,Northeast,1142,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522 1822 0551,0,F,X,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,HILLHURST                    AV,LOS FELIZ,34.1119,-118.2874
211820272,11/19/2021 12:00:00 AM,11/17/2021 12:00:00 AM,2200,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,107TH,SAN PEDRO,33.9393,-118.2695
221907392,03/24/2022 12:00:00 AM,03/21/2022 12:00:00 AM,2000,19,Mission,1915,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,26,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,902.0,,,,12800    WOODCOCK                     AV,,34.3029,-118.4517
211107704,04/18/2021 12:00:00 AM,04/17/2021 12:00:00 AM,1800,11,Northeast,1127,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300    BRANCH                       ST,,34.1189,-118.1861
230705038,01/24/2023 12:00:00 AM,08/16/2022 12:00:00 AM,1200,7,Wilshire,758,2,354,THEFT OF IDENTITY,1822,31,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1100 S  WINDSOR                      BL,,34.054,-118.3263
200906264,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,325,9,Van Nuys,989,1,310,BURGLARY,1607 0344 1402 0358 1414 1420,31,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,998.0,,,13700    VENTURA                      BL,,34.148,-118.4312
221813792,07/05/2022 12:00:00 AM,07/04/2022 12:00:00 AM,2330,18,Southeast,1846,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0429 0444 0342 1822,29,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,115TH                        ST,SUCCESS                      AV,33.9302,-118.2493
211705915,02/24/2021 12:00:00 AM,02/23/2021 12:00:00 AM,2200,17,Devonshire,1795,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8300    LOUISE                       AV,,34.2211,-118.5099
221208046,03/12/2022 12:00:00 AM,03/12/2022 12:00:00 AM,1443,12,77th Street,1218,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,24,F,B,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,956.0,,,,600 W  54TH                         ST,,33.9933,-118.2842
221611882,08/30/2022 12:00:00 AM,08/30/2022 12:00:00 AM,200,16,Foothill,1621,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0408,30,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,13900    FILMORE                      ST,,34.2611,-118.4362
231116700,12/10/2023 12:00:00 AM,12/09/2023 12:00:00 AM,2150,11,Northeast,1125,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0444 2033 1813,24,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,YORK                         BL,AVENUE 51,34.1211,-118.2048
230312308,06/16/2023 12:00:00 AM,06/14/2023 12:00:00 AM,1630,3,Southwest,312,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,0,F,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,2600 S  COCHRAN                      AV,,34.0325,-118.3586
220600669,05/14/2022 12:00:00 AM,05/14/2022 12:00:00 AM,205,6,Hollywood,677,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1407 0334 0400 0432 0449 1822 1309,35,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,230.0,761.0,998.0,,5100    MELROSE                      AV,,34.0865,-118.3169
210104400,01/10/2021 12:00:00 AM,01/10/2021 12:00:00 AM,800,1,Central,135,1,310,BURGLARY,1601 1822 0344,0,M,O,218.0,BEAUTY/BARBER SHOP,,,IC,Invest Cont,310.0,,,,300 S  LOS ANGELES                  ST,,34.0495,-118.2458
221505932,02/11/2022 12:00:00 AM,02/11/2022 12:00:00 AM,1,15,N Hollywood,1515,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,38,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,11700    HART                         ST,,34.1976,-118.3878
220914731,10/07/2022 12:00:00 AM,09/06/2022 12:00:00 AM,2154,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,33,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,14900    RAYMER                       ST,,34.2131,-118.4584
211008661,06/02/2021 12:00:00 AM,05/16/2021 12:00:00 AM,1200,10,West Valley,1047,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0400,43,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,5900    BABBITT                      AV,,34.1779,-118.5087
211310637,06/03/2021 12:00:00 AM,06/03/2021 12:00:00 AM,705,13,Newton,1345,1,210,ROBBERY,0416 0344 0429 0913,26,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,4000    HOOPER                       AV,,34.0107,-118.2521
220617140,10/06/2022 12:00:00 AM,10/06/2022 12:00:00 AM,940,6,Hollywood,637,2,354,THEFT OF IDENTITY,1822,42,M,B,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,1800    VINE                         ST,,34.1037,-118.3267
220314134,07/22/2022 12:00:00 AM,07/22/2022 12:00:00 AM,1930,3,Southwest,335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,21,X,X,248.0,CELL PHONE STORE,,,IC,Invest Cont,740.0,,,,2100 W  JEFFERSON                    BL,,34.0276,-118.3229
231321106,11/25/2023 12:00:00 AM,11/22/2023 12:00:00 AM,1500,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 E  JEFFERSON                    BL,,34.0174,-118.2621
210312831,07/09/2021 12:00:00 AM,07/08/2021 12:00:00 AM,1030,3,Southwest,328,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 2028 0104 0344,20,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,2700 S  FIGUEROA                     ST,,34.0268,-118.2808
230106077,01/31/2023 12:00:00 AM,01/31/2023 12:00:00 AM,817,1,Central,182,2,354,THEFT OF IDENTITY,0929 1822,45,F,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1100 S  GRAND                        AV,,34.0415,-118.262
211009842,07/06/2021 12:00:00 AM,07/01/2021 12:00:00 AM,1600,10,West Valley,1001,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 0329 1602 0385,0,M,O,721.0,HIGH SCHOOL,,,IC,Invest Cont,330.0,,,,8200    VANALDEN                     AV,,34.2193,-118.5492
231115867,11/17/2023 12:00:00 AM,11/16/2023 12:00:00 AM,1535,11,Northeast,1113,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,2600    COLORADO                     BL,,34.1421,-118.223
210505197,01/29/2021 12:00:00 AM,01/29/2021 12:00:00 AM,1355,5,Harbor,557,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0329 0913 0603 0361,43,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,998.0,,,600 W  5TH                          ST,,33.7397,-118.2906
202110205,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1030,21,Topanga,2128,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0408,57,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,7600    MASON                        AV,,34.2083,-118.5798
211905149,02/01/2021 12:00:00 AM,02/01/2021 12:00:00 AM,300,19,Mission,1961,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329,54,M,O,505.0,MOTEL,,,AA,Adult Arrest,740.0,,,,9100 N  SEPULVEDA                    BL,,34.2388,-118.4677
210212988,08/07/2021 12:00:00 AM,08/07/2021 12:00:00 AM,1315,2,Rampart,235,2,624,BATTERY - SIMPLE ASSAULT,1300 1310 0416 0446 0400 1822,49,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BEVERLY                      BL,ALVARADO                     ST,34.0668,-118.2705
222006368,02/23/2022 12:00:00 AM,02/23/2022 12:00:00 AM,1200,20,Olympic,2029,1,761,BRANDISH WEAPON,0334 0416 0444 0432 0910 1822,40,F,B,905.0,MTA - RED LINE - WILSHIRE/VERMONT,207.0,OTHER KNIFE,IC,Invest Cont,761.0,,,,WILSHIRE,VERMONT,34.0618,-118.2917
241107783,04/30/2024 12:00:00 AM,04/27/2024 12:00:00 AM,1300,11,Northeast,1101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44,M,W,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440.0,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
211515082,09/24/2021 12:00:00 AM,09/19/2021 12:00:00 AM,1200,15,N Hollywood,1505,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448,47,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7200    LANKERSHIM                   BL,,34.2012,-118.3878
221414887,08/06/2022 12:00:00 AM,08/05/2022 12:00:00 AM,1541,14,Pacific,1497,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,40,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,341.0,,,,10100    GLASGOW                      PL,,33.9444,-118.371
202005485,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2110,20,Olympic,2069,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0448 0305 0334 0913,38,M,H,101.0,STREET,309.0,BOARD,AO,Adult Other,230.0,,,,ARAPAHOE,12TH                         ST,34.0491,-118.2854
231104812,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1045,11,Northeast,1158,1,310,BURGLARY,0344 1606,44,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,3500 N  FIGUEROA                     ST,,34.0951,-118.2171
221015447,10/18/2022 12:00:00 AM,10/16/2022 12:00:00 AM,500,10,West Valley,1037,1,330,BURGLARY FROM VEHICLE,0377 1822 0344 1300,51,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330.0,,,,17500    HAYNES                       ST,,34.1894,-118.5142
240806460,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,2143,8,West LA,817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
210900550,02/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,1810,9,Van Nuys,939,2,624,BATTERY - SIMPLE ASSAULT,0447 1402,45,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,998.0,,,5500    WORTSER                      AV,,34.1702,-118.4171
240807495,03/23/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1243,8,West LA,885,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,35,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,10500    BUTTERFIELD                  RD,,34.0411,-118.4157
232000661,03/27/2023 12:00:00 AM,03/27/2023 12:00:00 AM,255,20,Olympic,2055,1,310,BURGLARY,1822 0344 1307 1609 1300 1309 1602 0202 0209 1402,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,310.0,998.0,,,2700 W  PICO                         BL,,34.0509,-118.2979
200506124,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1609,5,Harbor,507,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1309 2028 0378,0,M,O,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,22900 S  WESTERN                      AV,,33.818,-118.3089
211015699,12/16/2021 12:00:00 AM,11/18/2021 12:00:00 AM,900,10,West Valley,1037,2,354,THEFT OF IDENTITY,1822 0928,42,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,17400    GILMORE                      ST,,34.1877,-118.5121
221706499,03/11/2022 12:00:00 AM,03/11/2022 12:00:00 AM,2200,17,Devonshire,1781,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0444,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,8700    DE SOTO                      AV,,34.2286,-118.5885
220309817,04/29/2022 12:00:00 AM,04/29/2022 12:00:00 AM,900,3,Southwest,361,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,5000    OBAMA                        BL,,34.0215,-118.3515
220407496,04/13/2022 12:00:00 AM,04/13/2022 12:00:00 AM,200,4,Hollenbeck,412,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1407,80,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,998.0,,,2200    PASADENA                     AV,,34.0752,-118.2188
230912796,08/10/2023 12:00:00 AM,08/08/2023 12:00:00 AM,2230,9,Van Nuys,901,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7800 N  SEPULVEDA                    BL,,34.2085,-118.4698
220715165,10/11/2022 12:00:00 AM,10/09/2022 12:00:00 AM,1800,7,Wilshire,784,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 0432,42,M,B,104.0,DRIVEWAY,,,AA,Adult Arrest,956.0,,,,5100 W  20TH                         ST,,34.04,-118.3515
220611353,06/05/2022 12:00:00 AM,06/05/2022 12:00:00 AM,2050,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,1300 1307 0344 1822,33,F,B,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,WILCOX,SELMA,34.0998,-118.331
201218519,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1430,12,77th Street,1245,1,210,ROBBERY,1300 0432 0916 1822 0344,35,M,H,101.0,STREET,113.0,SIMULATED GUN,IC,Invest Cont,210.0,,,,NORMANDIE                    AV,70TH                         ST,33.9762,-118.3003
210712501,08/28/2021 12:00:00 AM,08/28/2021 12:00:00 AM,1237,7,Wilshire,702,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,343.0,,,,7600    MELROSE                      AV,,34.0837,-118.3553
211219451,09/11/2021 12:00:00 AM,09/11/2021 12:00:00 AM,150,12,77th Street,1211,2,624,BATTERY - SIMPLE ASSAULT,0602 0444 0429 0360 2003 1202 0400 0913,67,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5700    6TH                          AV,,33.9891,-118.3237
200319649,10/31/2020 12:00:00 AM,10/30/2020 12:00:00 AM,2200,3,Southwest,398,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,26,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,42ND                         ST,FIGUEROA,34.0071,-118.2827
220810127,05/27/2022 12:00:00 AM,05/27/2022 12:00:00 AM,1030,8,West LA,831,1,350,"THEFT, PERSON",0344 0509 1822,19,F,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,350.0,,,,12000    WILSHIRE                     BL,,34.0473,-118.4768
230110108,04/06/2023 12:00:00 AM,04/06/2023 12:00:00 AM,2235,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888.0,,,,GATEWAY,VIGNES,34.0551,-118.2322
240904119,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1600,9,Van Nuys,911,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,87,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,6400    FIRMAMENT                    AV,,34.1866,-118.4719
220805307,02/01/2022 12:00:00 AM,02/01/2022 12:00:00 AM,1745,8,West LA,892,1,761,BRANDISH WEAPON,0334 1822 2004,39,M,W,203.0,OTHER BUSINESS,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,2400 S  BARRINGTON                   AV,,34.0316,-118.4457
211415309,07/20/2021 12:00:00 AM,07/15/2021 12:00:00 AM,1600,14,Pacific,1499,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11500    AVIATION                     BL,,33.9298,-118.3784
212010312,06/11/2021 12:00:00 AM,06/11/2021 12:00:00 AM,1620,20,Olympic,2088,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1300 W  WASHINGTON                   BL,,34.0421,-118.2879
231509974,05/19/2023 12:00:00 AM,05/19/2023 12:00:00 AM,1640,15,N Hollywood,1585,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,30,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,10900    BLUFFSIDE                    DR,,34.1412,-118.3681
200509948,05/18/2020 12:00:00 AM,05/10/2020 12:00:00 AM,110,5,Harbor,515,1,330,BURGLARY FROM VEHICLE,0344 0358 1300 1601,27,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,AVALON                       BL,CHANDLER                     ST,33.7965,-118.2637
231223444,11/20/2023 12:00:00 AM,11/20/2023 12:00:00 AM,820,12,77th Street,1267,2,624,BATTERY - SIMPLE ASSAULT,0561 0913 2001 0416,54,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,900 W  83RD                         ST,,33.9636,-118.2894
221610010,07/01/2022 12:00:00 AM,06/28/2022 12:00:00 AM,2000,16,Foothill,1613,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,27,F,H,140.0,BALCONY*,,,IC,Invest Cont,956.0,,,,12700    VAN NUYS                     BL,,34.2755,-118.4092
211009572,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,1310,10,West Valley,1065,2,625,OTHER ASSAULT,0356 1414 0913 1814 2000 1813,24,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,625.0,,,,5500    ZELZAH                       AV,,34.1707,-118.522
221205850,02/04/2022 12:00:00 AM,01/30/2022 12:00:00 AM,2300,12,77th Street,1265,1,310,BURGLARY,1609 0344,50,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1000 W  85TH                         ST,,33.961,-118.2919
210212451,07/26/2021 12:00:00 AM,07/24/2021 12:00:00 AM,200,2,Rampart,295,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,51,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1300    CONSTANCE                    ST,,34.0446,-118.2782
231109994,06/11/2023 12:00:00 AM,06/10/2023 12:00:00 AM,1600,11,Northeast,1115,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1814,47,F,H,707.0,GARAGE/CARPORT,,,AA,Adult Arrest,901.0,,,,1600    YOSEMITE                     DR,,34.1367,-118.2089
220306168,02/16/2022 12:00:00 AM,02/16/2022 12:00:00 AM,1200,3,Southwest,353,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0342 1309 0378 1822 0344,21,X,X,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,3700    CRENSHAW                     BL,,34.0209,-118.3406
231517818,11/19/2023 12:00:00 AM,11/19/2023 12:00:00 AM,250,15,N Hollywood,1589,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,22,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3600    BARHAM                       BL,,34.1362,-118.342
231711407,06/15/2023 12:00:00 AM,06/07/2023 12:00:00 AM,700,17,Devonshire,1767,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,18500    MIRELLA                      ST,,34.2442,-118.5362
221609512,06/16/2022 12:00:00 AM,06/16/2022 12:00:00 AM,230,16,Foothill,1654,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0561 0913 0421,58,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,12200    OSBORNE                      PL,,34.2619,-118.3989
210907989,04/10/2021 12:00:00 AM,04/04/2021 12:00:00 AM,1600,9,Van Nuys,935,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19,F,H,232.0,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",,,IC,Invest Cont,440.0,,,,VAN NUYS                     BL,SYLVAN                       ST,34.1846,-118.4488
